,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,PREDDEG,HIGHDEG,latitude,longitude,HBCU,MENONLY,WOMENONLY,ADM_RATE,ACTCMMID,SAT_AVG,Agriculture,Natural Resources,Architecture,Ethnic and Gender Studies,Communication Journalism,Communication Technologies,Computer and Info Sciences,Personal and Culinary Services,Education,Engineering,Engineering Technologies and Related Fields,"Foreign Languages, Literatures, and Linguistics",Consumer Science/Human Sciences,Legal Proffessions and Studies,English Lang/Lit,"Liberal Arts Sciences, General Studies, Humanities",Library Science,Bio-Med/Biology,Math/Stats,Military Technologies and Applied Sciences,Multi-Interdisciplinary Studies,Fitness Studies,Philosophy and Religious Studies,Theology and Religious Vocations,Physical Sciences,Science Technology / Technicians,Psychology,"Homeland Security, Homeland Security, Protective Services",Public Administration and Social Service,Social Sciences,Construction Trades,Mechanic Repair Technology/Technicians,Precision Production,Transportation and Materials Moving,Visual and Performing Arts,Health Professions and Related Programs,Business Management Marketing,History,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,PCTFLOAN,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF
3236,Dallas Baptist University,Dallas,TX,75211-9299,Southern Association of Colleges and Schools Commission on Colleges,https://www.dbu.edu/,3,4,32.710017,-96.947006,0,0,0,0.8985,24,1155,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2,1,1,2,0,0,2,2,1,2,0,0,0,0,2,2,2,1,2761,0.6052,0.0953,0.1858,0.0243,0.0043,0.0025,0.017,0.0656,0,0.1681,1,40917,30320,30320,18885,0.563,1350,8226,3123,11430,5373
3237,Dallas Christian College,Dallas,TX,75234-7299,Association for Bibical Higher Educaiton,www.dallas.edu/,3,3,32.913692,-96.887117,0,0,0,0.1305,18,917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,193,0.4197,0.2487,0.1554,0.0207,0.0104,0,0.1244,0.0052,0.0155,0.2435,1,32042,19086,19086,14876,0.783,1100,8920,5000,8920,5000
3240,University of Dallas,Irving,TX,75062-4736,Southern Association of Colleges and Schools Commission on Colleges,www.udallas.edu/,3,4,32.846221,-96.919512,0,0,0,0.4534,27,1262,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1469,0.5916,0.0191,0.2451,0.0654,0.0027,0.0007,0.03,0.0313,0.0143,0.0184,1,55833,42680,42680,19038,0.4847,1040,12760,3120,9000,2920
3242,East Texas Baptist University,Marshall,TX,75670-1498,Southern Association of Colleges and Schools Commission on Colleges,https://www.etbu.edu/,3,4,32.557847,-94.374488,0,0,0,0.5945,20,1028,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1359,0.6321,0.1766,0.1244,0.0066,0.0052,0.0015,0.0427,0.0081,0.0029,0.0949,1,38223,27210,27210,12465,0.666,880,9329,2150,5850,2550
3243,Texas A&M University-Texarkana,Texarkana,TX,75503,Southern Association of Colleges and Schools Commission on Colleges,www.tamut.edu/,3,4,33.490482,-94.103617,0,0,0,0.9356,21,1075,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,2,1,1712,0.5275,0.1682,0.153,0.0123,0.0076,0.0012,0.0461,0.0485,0.0356,0.271,1,18292,7536,20025,6269,0.5512,1400,10444,2037,10461,2037
3244,Texas A & M University-Commerce,Commerce,TX,75428-3011,Southern Association of Colleges and Schools Commission on Colleges,www.tamuc.edu/,3,4,33.243745,-95.908451,0,0,0,0.4313,21,1065,2,1,0,0,1,0,1,0,1,1,1,1,0,1,1,2,0,1,1,0,2,1,0,0,1,0,1,2,1,2,0,0,0,0,1,1,2,2,8329,0.4181,0.2131,0.2227,0.0219,0.0053,0.0019,0.0734,0.0343,0.0094,0.2627,1,22432,8958,21628,7077,0.5065,1317,9503,3413,8875,3938
3258,Hardin-Simmons University,Abilene,TX,79698-0001,Southern Association of Colleges and Schools Commission on Colleges,https://www.hsutx.edu/,3,4,32.476434,-99.73564,0,0,0,0.8378,21,1061,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1687,0.5916,0.1126,0.2009,0.0172,0.0053,0.0006,0.035,0.0308,0.0059,0.0433,1,40160,30140,30140,10924,0.5846,800,9230,3176,9230,3176
3261,Houston Baptist University,Houston,TX,77074-3298,Southern Association of Colleges and Schools Commission on Colleges,https://www.hbu.edu/,3,4,29.693819,-95.515954,0,0,0,0.7105,22,1101,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,2,1,1,2,1,0,2,2,0,1,0,0,0,0,1,2,2,1,2623,0.2295,0.1967,0.374,0.0835,0.0038,0.0019,0.032,0.0431,0.0355,0.212,1,42640,33450,33450,12890,0.5351,1000,8064,4562,9800,5970
3262,University of Houston-Clear Lake,Houston,TX,77058-1002,Southern Association of Colleges and Schools Commission on Colleges,www.uhcl.edu/,3,4,29.582523,-95.098129,0,0,0,0.7361,21,1100,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,2,0,2,2,0,0,0,0,1,1,2,1,6424,0.3685,0.0725,0.4275,0.0711,0.002,0.0006,0.0316,0.0135,0.0126,0.4774,1,22127,7310,20746,9042,0.3677,1064,10218,8394,10218,8394
3265,University of Houston-Victoria,Victoria,TX,77901,Southern Association of Colleges and Schools Commission on Colleges,www.uhv.edu/,3,4,28.816248,-96.976334,0,0,0,0.5553,18,999,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,1,1,3306,0.3076,0.1497,0.4268,0.0551,0.0006,0.0015,0.0254,0.0248,0.0085,0.4755,1,19031,6781,16909,6866,0.4804,1158,8407,3500,8254,4178
3266,University of Houston,Houston,TX,77204-2018,Southern Association of Colleges and Schools Commission on Colleges,www.uh.edu/,3,4,29.720393,-95.343537,0,0,0,0.6498,25,1219,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,37631,0.2176,0.0999,0.3606,0.2254,0.001,0.0008,0.0328,0.0392,0.0228,0.2549,1,22721,9221,21749,10155,0.3707,1338,9368,4052,9231,5064
3268,Howard Payne University,Brownwood,TX,76801-2794,Southern Association of Colleges and Schools Commission on Colleges,www.hputx.edu/,3,4,31.716467,-98.985204,0,0,0,0.5385,21,1048,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,817,0.508,0.1371,0.2595,0.0024,0.0061,0.0024,0.0355,0,0.049,0.0967,1,39973,29198,29198,13203,0.5956,1200,8805,2696,6000,2970
3269,Huston-Tillotson University,Austin,TX,78702-2795,Southern Association of Colleges and Schools Commission on Colleges,www.htu.edu/,3,4,30.264667,-97.721691,1,0,0,0.6251,16,893,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1112,0.0477,0.643,0.2653,0.0036,0.0054,0.0009,0.0063,0.0216,0.0063,0.0773,1,23949,14346,14346,12902,0.9196,1000,7568,1500,7650,1500
3270,University of the Incarnate Word,San Antonio,TX,78209,Southern Association of Colleges and Schools Commission on Colleges,www.uiw.edu/,3,4,29.46708,-98.46583,0,0,0,0.9377,20,1054,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,2,0,1,1,0,1,1,2,1,1,0,2,2,1,1,0,0,0,0,1,2,2,1,5055,0.1767,0.0742,0.5935,0.0226,0.0042,0.0034,0.0245,0.0388,0.0623,0.203,1,44099,32576,32576,18774,0.5151,1400,12824,3100,12284,3650
3275,Lamar University,Beaumont,TX,77705,Southern Association of Colleges and Schools Commission on Colleges,www.lamar.edu/,3,4,30.042738,-94.072244,0,0,0,0.8381,20,1050,0,1,1,0,2,0,2,0,0,2,2,1,1,0,1,2,0,1,1,0,2,1,0,0,1,0,1,2,1,2,0,0,0,0,1,2,2,1,8302,0.4236,0.2443,0.2059,0.0489,0.0033,0.0008,0.0311,0.0128,0.0294,0.3692,1,20448,8494,18622,6884,0.4328,1012,9158,4336,7632,4336
3280,Texas A & M International University,Laredo,TX,78041-1900,Southern Association of Colleges and Schools Commission on Colleges,www.tamiu.edu/,3,4,27.571172,-99.436043,0,0,0,0.5415,18,997,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,2,1,7189,0.0181,0.0042,0.9573,0.0029,0.0004,0.0001,0.0017,0.0115,0.0038,0.2269,1,13238,7348,18666,3982,0.4003,1180,8618,1848,7217,2900
3282,LeTourneau University,Longview,TX,75602,Southern Association of Colleges and Schools Commission on Colleges,www.letu.edu/,3,4,32.46632,-94.726394,0,0,0,0.4451,26,1215,0,0,0,0,1,0,2,0,2,1,1,0,0,0,1,0,0,1,1,0,2,1,0,2,1,0,2,0,2,2,0,0,0,2,0,1,2,1,1776,0.6396,0.0985,0.0608,0.0118,0.0101,0.0017,0.0648,0.0524,0.0602,0.2646,1,43406,31270,31270,15010,0.4052,1612,9970,2714,10750,3262
3284,Lubbock Christian University,Lubbock,TX,79407-2099,Southern Association of Colleges and Schools Commission on Colleges,https://www.lcu.edu/,3,4,33.575973,-101.934426,0,0,0,0.9066,22,1079,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,2,1,1332,0.6517,0.036,0.2305,0.0083,0.0135,0.0038,0,0.0233,0.033,0.0991,1,35023,23330,23330,14041,0.7929,1300,7940,5090,7940,5090
3286,University of Mary Hardin-Baylor,Belton,TX,76513-2599,Southern Association of Colleges and Schools Commission on Colleges,https://go.umhb.edu/,3,4,31.066793,-97.463471,0,0,0,0.8738,22,1105,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,2,2,1,3333,0.532,0.1377,0.2325,0.0168,0.006,0.0015,0.0336,0.0093,0.0306,0.0663,1,41426,29700,29700,19616,0.6762,1300,8782,3030,8782,3030
3288,McMurry University,Abilene,TX,79697,Southern Association of Colleges and Schools Commission on Colleges,https://ww2.mcm.edu/,3,3,32.429776,-99.748682,0,0,0,0.4546,20,1033,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,2,0,1,0,0,0,0,1,1,2,1,1128,0.477,0.1427,0.2837,0.0089,0.0053,0.0018,0.031,0.0363,0.0133,0.0966,1,40851,28099,28099,14153,0.6879,1200,8820,4154,6372,5056
3291,Midwestern State University,Wichita Falls,TX,76308-2099,Southern Association of Colleges and Schools Commission on Colleges,www.msutexas.edu/,3,4,33.874809,-98.519386,0,0,0,0.7925,20,1029,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,5170,0.4631,0.1466,0.2052,0.0273,0.007,0.0019,0.0427,0.0961,0.0101,0.2101,1,19481,9601,11551,6846,0.4775,1050,9310,1950,9310,1950
3300,University of North Texas,Denton,TX,76203-1277,Southern Association of Colleges and Schools Commission on Colleges,www.unt.edu/,3,4,33.211178,-97.148422,0,0,0,0.7361,24,1166,0,0,1,0,1,0,2,0,0,1,1,1,1,0,1,2,0,1,1,0,2,1,1,0,1,0,1,2,1,1,0,0,0,1,1,2,1,1,32159,0.4222,0.1367,0.2645,0.0699,0.0028,0.0008,0.0476,0.0476,0.008,0.1898,1,23462,11044,21172,9880,0.506,1000,9610,3358,8684,4726
3307,Our Lady of the Lake University,San Antonio,TX,78207-4689,Southern Association of Colleges and Schools Commission on Colleges,https://www.ollusa.edu/,3,4,29.426194,-98.54365,0,0,0,0.6795,19,989,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,2,1,1,0,0,0,0,1,1,2,1,1328,0.0919,0.0663,0.7779,0.0038,0.0038,0.0008,0.0038,0.0226,0.0294,0.0663,1,39529,29218,29218,19198,0.6977,1200,10044,3300,10044,3300
3308,The University of Texas Rio Grande Valley,Edinburg,TX,78539-2999,Southern Association of Colleges and Schools Commission on Colleges,www.utrgv.edu/,3,4,26.306759,-98.173567,0,0,0,0.8016,20,1037,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,24902,0.0244,0.0045,0.9209,0.0116,0.0003,0.0005,0.0027,0.0193,0.0159,0.2009,1,13989,8132,18260,4078,0.3611,1238,8252,3324,8198,4400
3312,Paul Quinn College,Dallas,TX,75241,Transnational Association of Christian Colleges and Schools,www.pqc.edu/,3,3,32.678837,-96.755778,1,0,0,0.7916,17,885,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,552,0.0109,0.788,0.1848,0,0.0054,0,0,0.0109,0,0.0507,1,19027,9125,9125,7327,0.8218,600,6500,3000,8500,1100
3313,Prairie View A & M University,Prairie View,TX,77446,Southern Association of Colleges and Schools Commission on Colleges,www.pvamu.edu/,3,4,30.092425,-95.989475,1,0,0,0.801,18,964,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,8109,0.0137,0.8438,0.0895,0.0164,0.0025,0.0006,0.0176,0.0113,0.0046,0.075,1,24668,10786,25654,5007,0.7291,1340,9075,4207,7571,4207
3316,Rice University,Houston,TX,77005-1827,Southern Association of Colleges and Schools Commission on Colleges,www.rice.edu/,3,4,29.717897,-95.402035,0,0,0,0.0872,34,1520,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,3978,0.3172,0.0737,0.1619,0.265,0.001,0.0015,0.0463,0.1199,0.0136,0.0118,1,65150,49112,49112,25936,0.1295,1200,14140,2650,14140,2650
3318,Saint Edward's University,Austin,TX,78704-6489,Southern Association of Colleges and Schools Commission on Colleges,https://www.stedwards.edu/,3,4,30.229618,-97.754998,0,0,0,0.8821,25,1178,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,3404,0.3628,0.0379,0.463,0.03,0.0062,0.0018,0.0276,0.0596,0.0112,0.0696,1,59409,47440,47440,20983,0.5561,1200,12774,2526,12774,2526
3320,University of St Thomas,Houston,TX,77006-4696,Southern Association of Colleges and Schools Commission on Colleges,https://www.stthom.edu/,3,4,29.736438,-95.393102,0,0,0,0.8728,23,1150,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,2047,0.2052,0.066,0.4734,0.1226,0.002,0.002,0.0225,0.0713,0.0352,0.1759,1,44170,31460,31460,14758,0.3332,1094,9300,3902,10090,4762
3321,Sam Houston State University,Huntsville,TX,77340,Southern Association of Colleges and Schools Commission on Colleges,www.shsu.edu/,3,4,30.714738,-95.546205,0,0,0,0.834,21,1071,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,2,0,1,1,0,1,1,1,0,1,0,1,2,0,2,0,0,0,0,1,2,2,2,18805,0.4867,0.1788,0.247,0.02,0.0065,0.0011,0.0321,0.0116,0.0161,0.1858,1,22120,8536,18664,8977,0.5263,1372,9552,3866,9552,3866
3324,Schreiner University,Kerrville,TX,78028-5697,Southern Association of Colleges and Schools Commission on Colleges,www.schreiner.edu/,3,4,30.031458,-99.130586,0,0,0,0.9322,20,1025,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,2,1,1,1168,0.4846,0.0402,0.4272,0.0128,0.0034,0.0009,0.0223,0.0086,0,0.0908,1,39205,30470,30470,12095,0.6566,100,10442,1575,9830,2000
3326,St. Mary's University,San Antonio,TX,78228,Southern Association of Colleges and Schools Commission on Colleges,www.stmarytx.edu/,3,4,29.453244,-98.562778,0,0,0,0.7863,24,1141,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,2252,0.1461,0.0306,0.6821,0.0231,0.0022,0.0004,0.012,0.0604,0.0431,0.0409,1,41856,32140,32140,18370,0.5609,1300,10760,3100,4000,3000
3332,Southern Methodist University,Dallas,TX,75275-0221,Southern Association of Colleges and Schools Commission on Colleges,https://www.smu.edu/,3,4,32.843612,-96.783365,0,0,0,0.4729,31,1405,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,6679,0.6444,0.044,0.1213,0.0704,0.0018,0.0001,0.0404,0.0731,0.0045,0.0244,1,74306,56560,56560,29322,0.2207,800,16750,2600,8700,2600
3335,Southwestern Assemblies of God University,Waxahachie,TX,75165,Southern Association of Colleges and Schools Commission on Colleges,www.sagu.edu/,3,4,32.40443,-96.853492,0,0,0,0.8753,20,1022,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,1,0,2,1,2,2,0,0,2,2,2,0,0,0,0,0,1,2,2,2,1630,0.5748,0.1245,0.1963,0.0092,0.046,0.0049,0.0307,0.011,0.0025,0.1503,1,33819,19834,19834,12732,0.7139,1324,7500,5842,13968,4856
3336,Southwestern University,Georgetown,TX,78626,Southern Association of Colleges and Schools Commission on Colleges,www.southwestern.edu/,3,3,30.634341,-97.665738,0,0,0,0.4903,26,1238,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1507,0.6072,0.0557,0.2316,0.0385,0.0033,0.0007,0.0411,0.0139,0.008,0.008,1,55886,43560,43560,16783,0.5105,1300,11640,1370,11970,2010
3337,Stephen F Austin State University,Nacogdoches,TX,75961,Southern Association of Colleges and Schools Commission on Colleges,www.sfasu.edu/,3,4,31.621056,-94.64908,0,0,0,0.6795,22,1093,2,2,1,0,2,0,1,0,1,1,0,1,2,1,1,2,0,1,1,0,2,1,1,0,1,0,2,2,2,1,0,0,0,0,1,2,2,2,10230,0.5878,0.1484,0.197,0.011,0.0044,0.0006,0.0368,0.0065,0.0075,0.1023,1,21677,8844,18972,7820,0.5209,1202,9012,3674,9012,3674
3338,Texas State University,San Marcos,TX,78666,Southern Association of Colleges and Schools Commission on Colleges,www.txstate.edu/,3,4,29.888885,-97.943029,0,0,0,0.8113,22,1102,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,33917,0.4344,0.094,0.3985,0.0254,0.0025,0.0012,0.0375,0.0048,0.0017,0.1767,1,22791,10581,22397,8468,0.5088,800,9940,2470,8820,3590
3339,Southwestern Adventist University,Keene,TX,76059,Southern Association of Colleges and Schools Commission on Colleges,www.swau.edu/,3,4,32.397617,-97.32702,0,0,0,0.577,20,1008,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0,1,1,0,1,1,2,2,1,0,2,0,0,1,0,0,0,0,1,1,1,2,660,0.2303,0.1227,0.453,0.0485,0.003,0.0106,0.0455,0.0606,0.0258,0.1864,1,32356,22188,22188,14404,0.5947,1200,7800,2610,7670,2610
3341,Sul Ross State University,Alpine,TX,79832,Southern Association of Colleges and Schools Commission on Colleges,www.sulross.edu/,3,4,30.363139,-103.651469,0,0,0,0.9963,17,945,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1847,0.2258,0.0552,0.6692,0.0043,0.0054,0.0005,0.0298,0.0005,0.0092,0.3617,1,20112,8806,21557,3370,0.4801,1270,8724,5172,9558,5172
3342,Tarleton State University,Stephenville,TX,76401-0000,Southern Association of Colleges and Schools Commission on Colleges,www.tarleton.edu/,3,4,32.214988,-98.214866,0,0,0,0.5577,21,1053,1,1,0,0,1,0,2,0,0,1,2,1,1,1,1,1,0,1,1,0,2,1,0,0,1,0,2,2,1,1,0,0,0,0,1,2,2,1,11350,0.6425,0.0779,0.2137,0.0131,0.0041,0.0012,0.0367,0.0052,0.0055,0.2766,1,21795,7851,17621,6938,0.5418,1020,10712,3147,10712,3147
3349,Texas A & M University-Kingsville,Kingsville,TX,78363,Southern Association of Colleges and Schools Commission on Colleges,https://www.tamuk.edu/,3,4,27.525168,-97.882387,0,0,0,0.7726,20,1032,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,5265,0.1586,0.0475,0.7273,0.008,0.0006,0.0019,0.0122,0.041,0.003,0.1206,1,22535,9136,24687,6794,0.5079,1344,8848,4345,10569,4913
3350,Texas A & M University-College Station,College Station,TX,77843-1248,Southern Association of Colleges and Schools Commission on Colleges,https://www.tamu.edu/,3,4,30.618726,-96.336475,0,0,0,0.5779,29,1296,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,2,1,1,53119,0.5933,0.0261,0.2468,0.0852,0.002,0.0006,0.0329,0.0113,0.0016,0.1051,1,29341,12153,38602,11597,0.3054,1222,10400,6308,10400,6308
3351,The University of Texas at Arlington,Arlington,TX,76013,Southern Association of Colleges and Schools Commission on Colleges,https://www.uta.edu/,3,4,32.729718,-97.11296,0,0,0,0.8289,24,1151,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,2,0,1,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,0,1,2,1,1,34422,0.3252,0.1443,0.2988,0.1216,0.0022,0.0013,0.0352,0.0477,0.0236,0.4359,1,23217,11040,28129,7882,0.3808,1206,10290,4744,10290,4744
3352,The University of Texas at Austin,Austin,TX,78705,Southern Association of Colleges and Schools Commission on Colleges,https://www.utexas.edu/,3,4,30.282825,-97.738273,0,0,0,0.3182,30,1367,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,39783,0.3871,0.0422,0.2448,0.2263,0.0014,0.0008,0.038,0.0511,0.0084,0.0609,1,26254,10824,38326,10906,0.3465,700,11812,4392,11812,4392
3353,The University of Texas at Dallas,Richardson,TX,75080-3021,Southern Association of Colleges and Schools Commission on Colleges,www.utdallas.edu/,3,4,32.984673,-96.749702,0,0,0,0.7859,30,1355,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,20972,0.3014,0.0547,0.1823,0.3509,0.0011,0.0017,0.041,0.0428,0.0239,0.1456,1,26401,13442,38168,10450,0.4029,1200,11532,3790,11044,4476
3355,The University of Texas at Tyler,Tyler,TX,75799-6699,Southern Association of Colleges and Schools Commission on Colleges,https://www.uttyler.edu/,3,4,32.315772,-95.254337,0,0,0,0.8319,24,1170,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,1,1,6616,0.5704,0.097,0.2174,0.0426,0.0029,0.0006,0.0311,0.0284,0.0095,0.2801,1,20371,8742,22752,5797,0.3446,1292,9502,2780,7918,4958
3357,Texas Christian University,Fort Worth,TX,76129,Southern Association of Colleges and Schools Commission on Colleges,www.tcu.edu/,3,4,32.70961,-97.364758,0,0,0,0.4712,28,1288,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,9442,0.6839,0.0522,0.1466,0.029,0.006,0.0021,0.0201,0.0461,0.014,0.0249,1,65234,49250,49250,28514,0.287,900,13200,5064,13200,5064
3360,Texas Lutheran University,Seguin,TX,78155-5999,Southern Association of Colleges and Schools Commission on Colleges,www.tlu.edu/,3,4,29.573261,-97.982669,0,0,0,0.5575,22,1081,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1407,0.4577,0.0938,0.4009,0.0078,0.0021,0.0007,0.0171,0.0057,0.0142,0.0199,1,41662,30860,30860,10057,0.6244,1000,10440,2230,10440,2530
3361,The University of Texas Permian Basin,Odessa,TX,79762-0001,Southern Association of Colleges and Schools Commission on Colleges,www.utpb.edu/,3,4,31.889509,-102.329634,0,0,0,0.8832,20,1036,0,0,0,0,2,0,1,0,0,1,2,1,2,0,1,2,0,1,1,0,1,1,0,0,1,0,2,2,1,2,0,0,0,0,1,2,2,1,3423,0.3178,0.0637,0.5335,0.0202,0.002,0.0018,0.0237,0.0295,0.0079,0.4581,1,18098,6666,7506,6636,0.3938,1000,9846,3630,11673,3630
3362,The University of Texas at San Antonio,San Antonio,TX,78249-1644,Southern Association of Colleges and Schools Commission on Colleges,www.utsa.edu/,3,4,29.583709,-98.620657,0,0,0,0.7659,22,1124,0,1,1,1,1,0,2,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,27573,0.2172,0.085,0.5783,0.058,0.0015,0.0017,0.0365,0.0172,0.0046,0.1918,1,21177,8262,20263,7613,0.4918,1000,8112,2636,10071,4924
3363,Texas Southern University,Houston,TX,77004,Southern Association of Colleges and Schools Commission on Colleges,www.tsu.edu/,3,4,29.721046,-95.361113,1,0,0,0.9086,17,921,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,7092,0.0141,0.8181,0.0801,0.0142,0.0008,0.0007,0.0251,0.0468,0,0.1495,1,24201,9173,21833,7736,0.6606,1640,9664,4866,13712,4866
3364,Texas Tech University,Lubbock,TX,79409-5005,Southern Association of Colleges and Schools Commission on Colleges,www.ttu.edu/,3,4,33.583448,-101.874783,0,0,0,0.6891,25,1181,2,1,1,0,1,0,2,0,0,1,0,1,2,0,2,1,0,1,1,0,2,1,1,0,1,0,1,0,1,2,0,0,0,0,1,1,1,1,31172,0.5469,0.0632,0.2891,0.0297,0.0039,0.0006,0.0324,0.029,0.0051,0.1006,1,24054,9300,19260,9279,0.4158,1200,8670,4420,8670,4420
